"","x","y","Bungarus_caeruleus.AI.model","Bungarus_ceylonicus.AI.model","Daboia_russellii.AI.model","Echis_carinatus.PPM.model","Hypnale_spp.AI.model","Naja_naja.AI.model","Trimeresurus_trigonocephalus.AI.model","Sum","Agressiv","Severity","Agr.Sev","hum.pop","envenomings","bites","land.cover"
"1058",447712.570567719,622136.488324056,2.47974005773699e-07,1.47821681110993e-10,2.49522658535284e-07,1.55731929518677e-07,1.27858623244492e-07,2.54212448425051e-07,3.34795476342187e-08,1.06892703481253e-06,6.80012215707303e-06,8.71428440911252e-06,4.94566258954342e-05,7379.2195411745,0.00293801205946571,0.0038925288816112,2
"1059",452307.570567719,622136.488324056,2.75844484143306e-07,2.2672809940269e-10,2.14524282338147e-07,1.04289807234537e-07,1.0392209603971e-07,2.58076941150875e-07,1.66401755985479e-08,9.73524514604526e-07,5.74045474717932e-06,8.33657985720767e-06,4.40169409049651e-05,8185.1569075877,0.00283193971805674,0.00388649198731748,2
"1060",456902.570567719,622136.488324056,2.49276375985374e-07,3.12572058080302e-10,2.44927461423572e-07,1.2107396821226e-07,1.10877221626282e-07,2.78147261223438e-07,2.69194239399528e-08,1.03153428446896e-06,6.33004976355973e-06,8.69155763678475e-06,4.80317448183871e-05,8761.50749931753,0.00301274287769,0.00401576136026661,3
"1061",461497.570567719,622136.488324056,2.61624095276858e-07,4.69041567738304e-10,2.15286849680751e-07,5.78331464384796e-08,1.05251058757361e-07,2.46411114179779e-07,1.89924549143239e-08,9.0586776081529e-07,5.22286438191071e-06,7.86182237043007e-06,4.09438198187943e-05,7970.47122440784,0.0029477988089962,0.00421619311325631,3
"1062",466092.570567719,622136.488324056,2.25307399848163e-07,6.66872893712034e-10,2.53092284019374e-07,3.90102410652293e-08,1.36041158560474e-07,2.68468692166124e-07,4.04889749228143e-08,9.6307562347589e-07,5.81181125136956e-06,8.11901614520411e-06,4.4458314715369e-05,7017.08090204248,0.00340936759099299,0.00445164534506839,2
"1063",470687.570567719,622136.488324056,2.23817401501236e-07,7.72136960272563e-10,2.64161150731468e-07,2.71829276865532e-08,1.60758382161674e-07,2.64094109247992e-07,5.17466186567006e-08,9.92532726945897e-07,6.07205950247693e-06,8.19838438798418e-06,4.53140444816626e-05,7911.15529437779,0.00362715999783917,0.00454422480146293,2
"1064",475282.570567719,622136.488324056,2.21716391024529e-07,1.02167332059755e-09,2.8899509318947e-07,3.44991658157712e-08,2.11225463786491e-07,2.59802414248611e-07,8.81824059328906e-08,1.10544260731836e-06,7.04176800374844e-06,8.6097103442033e-06,4.91450893612654e-05,5495.04976982499,0.00402147920992427,0.00490299303602189,1
"1065",479877.570567719,622136.488324056,2.28174580563234e-07,1.51391767178044e-09,2.11043563957958e-07,4.71569076843092e-08,1.56975543674776e-07,1.88290750990916e-07,4.76942290106308e-08,8.80849493553604e-07,5.41515523307112e-06,7.04463353029539e-06,3.82299305226874e-05,4691.57410936713,0.00422342618332889,0.0055017055291106,1
"1066",484472.570567719,622136.488324056,2.22493267365564e-07,4.28247784456381e-09,2.04264574588109e-07,4.11470262029479e-08,1.52722941848538e-07,1.93392254654867e-07,5.37412677970028e-08,8.72043810301593e-07,5.31149416985177e-06,6.9619709688884e-06,3.74649559979345e-05,4128.323802574,0.00485876626655203,0.00635519857933966,3
"1067",489067.570567719,622136.488324056,2.08349192121204e-07,5.89513515086848e-09,3.13897619008685e-07,5.91719465647955e-08,2.42712742348772e-07,3.36243695997496e-07,1.32930132790143e-07,1.29920046398196e-06,8.43142063732677e-06,9.80078451544297e-06,5.71874899099462e-05,1223.62823303417,0.00523316761031886,0.00594569048644342,1
"1068",493662.570567719,622136.488324056,2.11368925917554e-07,2.85093768731537e-09,3.22413494124874e-07,3.43631588461957e-08,2.27577584333005e-07,3.5323558833511e-07,1.17744527239338e-07,1.26955421648339e-06,8.096949279425e-06,9.87098253511787e-06,5.69626994777056e-05,1233.31626341476,0.0052608729412188,0.00640430420922853,1
"1069",498257.570567719,622136.488324056,2.26097754296717e-07,3.13488463660194e-09,3.22201334057581e-07,1.54788489525881e-08,2.42147940365811e-07,3.36064319039764e-07,1.15890576246613e-07,1.26101565759568e-06,7.98487401155318e-06,9.79471156241363e-06,5.58663507249785e-05,1445.64762360991,0.00493536295660127,0.00577068433318075,1
"1070",502852.570567719,622136.488324056,2.4362881534401e-07,3.6357099414408e-09,2.38900763172012e-07,1.29897274880886e-09,1.98199773926433e-07,1.78585447763169e-07,6.71154553044673e-08,9.31364938200341e-07,5.69270688340062e-06,7.31571700303413e-06,3.93639014352742e-05,571.138167210762,0.00468822559978857,0.00525619890415856,1
"1071",507447.570567719,622136.488324056,2.0904253350551e-07,4.80945918507336e-09,2.83426578207013e-07,0,2.51479697510604e-07,2.67399769882104e-07,1.15089556329551e-07,1.13124759461986e-06,7.23264031434606e-06,8.51631205665837e-06,4.85079882759226e-05,364.273517341158,0.00463641283250094,0.00522212122230546,1
"1072",512042.570567719,622136.488324056,2.29994527423116e-07,2.59581892439464e-09,2.46807855930342e-07,0,2.09415531138291e-07,2.22533467209018e-07,7.89745098206396e-08,9.90321710445802e-07,6.1177174275652e-06,7.72653779810423e-06,4.22534635656571e-05,1568.50273089843,0.00350105404524113,0.00447945563760745,1
"1073",516637.570567719,622136.488324056,2.31787943061335e-07,2.81065309221118e-09,2.56736842896288e-07,0,1.97575606097899e-07,2.01347621686665e-07,7.89179884774782e-08,9.69176655311876e-07,5.97628338266237e-06,7.59847541413616e-06,4.16709700219869e-05,3677.09407551039,0.00313722497098624,0.00465606320782705,1
"1074",521232.570567719,622136.488324056,2.77463999331928e-07,2.82761845188384e-09,2.15097398559294e-07,0,1.45727340195023e-07,1.7645412242473e-07,3.66974775289908e-08,8.5426795649185e-07,4.83826368483792e-06,7.19231088579242e-06,3.62000592481621e-05,9222.56849217169,0.00271644840563528,0.00391781015095612,2
"1075",525827.570567719,622136.488324056,3.07482356021183e-07,3.40351973687758e-09,1.97935963175411e-07,0,1.09245530399704e-07,2.77500160184019e-07,1.02938043436418e-08,9.05861333860836e-07,4.74357486816152e-06,8.20125038671765e-06,3.92326961190792e-05,7665.15055608704,0.00257817368764767,0.00371191680682922,3
"1076",530422.570567719,622136.488324056,3.07614285155466e-07,4.0169122472733e-09,1.95878010700312e-07,0,1.18484442701572e-07,2.68151945981288e-07,7.57083479241416e-09,9.01716431578325e-07,4.75729873383735e-06,8.11963570374052e-06,3.88702512704731e-05,3917.22773848329,0.00246726047091571,0.00339361084781812,3
"1077",535017.570567719,622136.488324056,2.97088473821816e-07,4.41637093562264e-09,1.67459221156463e-07,0,1.34615965929896e-07,1.42322001739359e-07,2.18835929793881e-08,7.67785626562545e-07,4.12733831370304e-06,6.53859216730168e-06,3.06685515010507e-05,2201.23528486521,0.00238539829195359,0.00337039636411172,2
"1078",539612.570567719,622136.488324056,2.89834604316752e-07,4.9404326393776e-09,2.1018955553842e-07,0,2.28733088469824e-07,1.15962486058052e-07,8.93743109520173e-08,9.39034477974443e-07,5.66951526628084e-06,6.98484436188751e-06,3.58576236785119e-05,588.12861685942,0.00246349828583675,0.00345951015651313,1
"1079",544207.570567719,622136.488324056,3.60761291062772e-07,5.23629407195303e-09,2.82407070173463e-07,0,2.48572814776082e-07,1.48139094768851e-07,8.8072718229526e-08,1.13318928308265e-06,6.74087536856743e-06,8.79922866332816e-06,4.52527298669542e-05,394.45566497135,0.00249703261438243,0.00369341999549382,2
"1080",548802.570567719,622136.488324056,2.55346431110581e-07,5.00931152114248e-09,2.31354953861285e-07,0,2.22634411350953e-07,1.46003576340092e-07,8.08770973526052e-08,9.41225781536659e-07,5.8081663839582e-06,7.12592305973647e-06,3.81298917879747e-05,178.353223219565,0.00253858770389535,0.00407262869894726,1
"1081",553397.570567719,622136.488324056,3.32721034723704e-07,6.51785578287267e-09,2.11388857529471e-07,0,2.40820825503363e-07,1.01984474865091e-07,9.88375022381582e-08,9.9227055064266e-07,5.87422642825408e-06,7.34742220775964e-06,3.65475813764449e-05,305.198898839561,0.00262974651683822,0.00427744643022125,1
"1082",557992.570567719,622136.488324056,2.17500780497204e-07,6.79313219564825e-09,2.10562560720717e-07,0,2.28891741560489e-07,1.43331872592967e-07,9.6689669382144e-08,9.03769756949169e-07,5.71200997381838e-06,6.56524835412897e-06,3.58764356823138e-05,375.244779781542,0.002610717062518,0.00428076491633965,1
"1083",562587.570567719,622136.488324056,2.25789145602562e-07,6.53113922666204e-09,1.96901666527083e-07,0,2.21848655890255e-07,1.14519802973945e-07,9.64949958826011e-08,8.62085406103108e-07,5.40337831171633e-06,6.19945850685588e-06,3.3293647427185e-05,506.748249520774,0.00255520825123134,0.00359113568285943,1
"1084",567182.570567719,622136.488324056,2.79568329375479e-07,4.67964304112778e-09,2.24024073069984e-07,0,2.13834843609817e-07,1.08737493675903e-07,6.50706841742732e-08,8.95915066946584e-07,5.42846889587528e-06,6.87667060662867e-06,3.58024329606549e-05,515.931029921353,0.00243978215067171,0.0034714498354719,1
"1085",571777.570567719,622136.488324056,2.00347603396267e-07,2.8896943587986e-09,1.28315951197777e-07,0,9.80213821222264e-08,6.67174990809372e-08,2.2600446236698e-08,5.18892576392704e-07,2.87951650478069e-06,4.29937207294118e-06,2.07132442024693e-05,474.122671252447,0.00240765008225536,0.00272862504281623,2
"1086",576372.570567719,622136.488324056,5.67643541060647e-08,8.35477305394239e-10,4.90546967490957e-08,0,3.25175157911417e-08,2.69784385942273e-08,9.60352258827513e-09,1.75754005134199e-07,1.02449024592249e-06,1.44348573750952e-06,7.45008613407816e-06,302.984560976439,0.00239030142044072,0.00197482064828109,3
"1087",383382.570567719,617526.488324056,1.64840889382845e-07,9.84452851269385e-12,1.51699906414393e-07,4.17179922607147e-07,5.96347464743019e-08,5.14345257052184e-07,4.86699102894561e-09,1.31257755748833e-06,8.91236579685843e-06,1.05786298172669e-05,6.38274120694628e-05,13228.2325529441,0.00197962306502496,0.00253504045948296,3
"1089",392572.570567719,617526.488324056,7.1508071908255e-08,5.16846792144102e-12,1.21730313829005e-07,5.96030247379531e-09,4.95619931761837e-08,1.25989816801564e-07,1.49571526830705e-08,3.89712819339795e-07,2.3917787795225e-06,3.38577835464805e-06,1.93427469043166e-05,10306.0926911869,0.00219635319108003,0.00139330802949878,3
"1090",397167.570567719,617526.488324056,2.04799475600481e-07,1.93458882810985e-11,3.25116667365677e-07,1.48571785374418e-07,1.38540233729501e-07,3.87602529627884e-07,3.93123105457693e-08,1.24396234813201e-06,8.05555833846788e-06,1.03731721234296e-05,6.13063129854213e-05,19142.6032892691,0.00195257890190003,0.00144415577457331,4
"1091",401762.570567719,617526.488324056,2.64145787909342e-07,2.20683503751855e-11,2.87507651464125e-07,1.41955995958121e-07,1.46500255482351e-07,2.70273741165283e-07,4.25938808112925e-08,1.15299938114089e-06,7.31986936098095e-06,9.41136711594021e-06,5.35458063643291e-05,6941.42311112743,0.00239129877878738,0.00161906534724115,2
"1092",406357.570567719,617526.488324056,2.57161281158602e-07,1.88382650678862e-11,2.50948455793321e-07,1.54366379290227e-07,1.51067970133312e-07,2.3647701441476e-07,4.37027508626286e-08,1.09374268991792e-06,7.0208741184138e-06,8.71479445403121e-06,4.95557157637128e-05,2621.97390631289,0.00233794066293676,0.00312690449839251,2
"1094",415547.570567719,617526.488324056,1.95212972897707e-07,2.44701331138068e-11,1.66552615699089e-07,8.22167345870817e-08,1.34459702483269e-07,1.36637050784927e-07,4.12338231892129e-08,7.56337369774401e-07,4.82022390528466e-06,5.8399676987228e-06,3.24525966974462e-05,343.811570215013,0.00266807124857392,0.00363725580546745,1
"1095",420142.570567719,617526.488324056,1.53888719989226e-07,4.41689836832085e-11,2.375488703521e-07,7.37047786691925e-08,2.11984724440839e-07,2.5824356963966e-07,9.94242086438391e-08,1.03483904071854e-06,6.95287070294058e-06,7.60115556495901e-06,4.56356301183202e-05,481.608520318843,0.00287246359231906,0.00421349019959567,1
"1096",424737.570567719,617526.488324056,2.09296207032139e-07,4.46495726134054e-11,1.69164665830834e-07,1.77113201327295e-07,1.41045457757727e-07,1.68394374222558e-07,3.45148262470563e-08,8.99573381990223e-07,6.00260180972891e-06,6.81221617273816e-06,3.94333753705424e-05,828.81611805412,0.00294875619839472,0.00459946775333182,3
"1097",429332.570567719,617526.488324056,1.75316202888354e-07,5.60277738917078e-11,1.7053993683902e-07,1.61199503134757e-07,1.45247867955334e-07,1.31380643697554e-07,5.54118844142693e-08,8.3915206670318e-07,5.76885616413705e-06,6.07008111594225e-06,3.64689939693888e-05,798.950082508515,0.00319729992152913,0.00509492236719772,3
"1098",433927.570567719,617526.488324056,1.99128406652704e-07,6.00499748667702e-11,1.69435527386241e-07,1.43706284427836e-07,1.12460841972251e-07,1.70160094903338e-07,2.51591396466244e-08,8.20110344963861e-07,5.31722765876751e-06,6.46891387687406e-06,3.6756109887308e-05,828.561204776059,0.00324429280812751,0.00482525416001651,2
"1099",438522.570567719,617526.488324056,2.43553714973643e-07,1.05603427695208e-10,2.39152949887966e-07,2.07850688938027e-07,1.35684661728419e-07,4.55909832997037e-07,1.41238122447485e-08,1.29638126419754e-06,8.20008217759685e-06,1.08476522549836e-05,6.13476751468614e-05,2808.51751271698,0.0033813018009103,0.00495782631868737,3
"1100",443117.570567719,617526.488324056,1.91637638646824e-07,1.37656515309878e-10,2.39861357886895e-07,1.94383381946217e-07,1.42110192280498e-07,2.59332137986235e-07,4.91003240565835e-08,1.07656268931856e-06,7.25850217344194e-06,8.3570357209818e-06,5.02667216784182e-05,3349.63253691723,0.00331700830656321,0.00458087678298284,2
"1101",447712.570567719,617526.488324056,2.21482644224835e-07,1.4430344115815e-10,2.79883874299003e-07,1.52959120591767e-07,1.56906581061378e-07,2.80845593891854e-07,4.92611388347441e-08,1.14148325634474e-06,7.48063240528203e-06,9.10834064354622e-06,5.35148058518594e-05,7239.50390620442,0.0028540827320448,0.00379838856366857,2
"1102",452307.570567719,617526.488324056,2.3884739919211e-07,2.225314927988e-10,2.13109299984637e-07,1.00411061687566e-07,1.26790322019232e-07,2.35532149783779e-07,2.27263738522554e-08,9.3763913801238e-07,5.76882455885453e-06,7.78226645288104e-06,4.2565145774799e-05,8499.13675730206,0.00297901665757879,0.00386918314133197,2
"1103",456902.570567719,617526.488324056,2.27893281579128e-07,3.12222798396627e-10,2.12602830007569e-07,7.23466559160446e-08,1.20550808224706e-07,2.06390688095581e-07,2.57319606733475e-08,8.65828447294773e-07,5.2722412719427e-06,7.22110788973444e-06,3.92769974715346e-05,6511.89492622758,0.0030743782669374,0.00459459565097709,2
"1104",461497.570567719,617526.488324056,2.54303725188976e-07,5.47393418787179e-10,2.3634531931549e-07,4.89612236309611e-08,1.20967216687973e-07,2.57929768654463e-07,2.63940617972747e-08,9.45448708693924e-07,5.54721501556596e-06,8.12536389579316e-06,4.31311044689006e-05,8298.15206720944,0.00331394269914174,0.00523610261916893,2
"1105",466092.570567719,617526.488324056,2.63352463392152e-07,1.1968878249613e-09,2.36883883619754e-07,3.65886430320206e-08,1.12108945238276e-07,2.54328162085926e-07,2.3080463568137e-08,9.27539448761228e-07,5.32007235810872e-06,8.09996448367101e-06,4.22773202301274e-05,10194.5286387653,0.00313326651216504,0.0048031347654774,2
"1106",470687.570567719,617526.488324056,2.18768205328956e-07,1.70359432810629e-09,2.93893424707647e-07,3.07479823824508e-08,1.49129387061464e-07,3.26659552740693e-07,5.00635217726142e-08,1.07096566832193e-06,6.5228399914255e-06,9.0614393659233e-06,5.05485135251088e-05,8676.02169076959,0.003443722637749,0.0042866884999369,2
"1107",475282.570567719,617526.488324056,2.10224781138635e-07,2.20298277710251e-09,2.80966666821314e-07,3.255404264213e-08,1.48876433403444e-07,3.15526534233612e-07,4.93334742501794e-08,1.03968491526642e-06,6.35832415674976e-06,8.7479426373778e-06,4.88701814876404e-05,7386.81609951812,0.00371175445497361,0.0043372393945027,3
"1108",479877.570567719,617526.488324056,2.28570208538059e-07,1.78868706304791e-09,2.70511478994706e-07,4.13170947871633e-08,1.51615330512556e-07,2.64973228247811e-07,5.06173100933704e-08,1.00939333823671e-06,6.18091519089328e-06,8.3704848040031e-06,4.63968892886538e-05,7335.06533444672,0.00383049963525083,0.00475810203451282,2
"1109",484472.570567719,617526.488324056,2.30659120692422e-07,1.71920842492734e-09,2.56999217462806e-07,4.5164876324999e-08,1.68658143895328e-07,2.42048215692847e-07,6.51186810307625e-08,1.01036746352409e-06,6.2582145563643e-06,8.11117511707177e-06,4.50014228990589e-05,4393.33073686076,0.004487789394383,0.00552938446072762,2
"1110",489067.570567719,617526.488324056,2.49133720764405e-07,3.3562069859383e-09,2.18313817246241e-07,3.30154530797655e-08,1.66743016283277e-07,1.73004774506325e-07,4.5873171594657e-08,8.89440160460608e-07,5.38598178221467e-06,7.1492646808724e-06,3.80598827622175e-05,1812.24364335358,0.00464662369404352,0.00597752761098884,1
"1111",493662.570567719,617526.488324056,2.13742181731646e-07,3.6132879605022e-09,2.89645427198337e-07,2.59032798405334e-08,2.21885354534379e-07,2.64731428778475e-07,1.06636505625701e-07,1.12615746566957e-06,7.1896235904062e-06,8.61913222512112e-06,4.93107257908409e-05,1774.37624756147,0.00508438510083735,0.00592613836638018,1
"1112",498257.570567719,617526.488324056,2.60844597033127e-07,3.81608403904332e-09,3.32744652276062e-07,1.714893807514e-08,2.47035758960124e-07,3.13479050717547e-07,1.10761247285041e-07,1.28583032838608e-06,8.06127220396441e-06,1.00464570551989e-05,5.64816646552863e-05,4110.50469499686,0.00479696994434882,0.00564817151643268,1
"1113",502852.570567719,617526.488324056,1.85321018530971e-07,4.61486353992013e-09,2.74145086187616e-07,1.2413918407117e-08,2.20936148931372e-07,2.99990349450496e-07,1.02116546774056e-07,1.09953793182155e-06,7.0145692913845e-06,8.46770776269379e-06,4.85451730424941e-05,848.546695975406,0.00507062308226574,0.0052660623706792,1
"1114",507447.570567719,617526.488324056,1.96175643729646e-07,6.0471864460343e-09,2.7567549576446e-07,8.53096765451866e-09,2.48276931458236e-07,2.725512691093e-07,1.17747883443542e-07,1.12500537760574e-06,7.2411250773563e-06,8.40972946658525e-06,4.82469314828093e-05,720.260246367058,0.004820404403934,0.00544420736414007,2
